ID,QUIZ: Financial Aid Requirement,Career Action Plan Check-In 1,Career Action Plan Check-In 2,Career Action Plan Check-In 3,Part 1 of Final Project - Interview Professional Approval,Part 2 of Final Project: Informational Interview,Week 1: To-DO Points Submission,Week 2: To-DO Points Submission,Week 3: To-DO Points Submission,Week 4: To-DO Points Submission,Week 5: To-DO Points Submission,Week 6: To-DO Points Submission,Week 7: To-DO Points Submission,Week 8: To-DO Points Submission,Week 9: To-DO Points Submission,Week 10: To-DO Points Submission,Week 11: To-DO Points Submission,Week 12: To-DO Points Submission,Week 13: To-DO Points Submission,1st Points Deadline Activity Assignment,2nd Points Deadline Activity Assignment,Final Earned To-DO Points Running Total (Max 30),Assignment 1: Networking with a Purpose,Assignment 2: The Optimized Resume,Assignment 3: Communicating Your Brand,In-Class LIVE Lecture Assignment for Attendance,Week 2 Quiz,Week 3 Quiz,Week 4 Quiz,Week 5 Quiz,Week 6 Quiz,Week 7 Quiz,Week 8 Quiz,Week 9 Quiz,Week 11 Quiz,Week 13 Quiz,Final Points,Final Score,Final Grade
4511549,10,5,5,0,10,40,,10,,,,10,,,,,10,,,15,15,30,22,0,0,30,5,5,5,5,5,5,0,0,5,5,192,76.8,C
4476675,10,5,5,5,10,40,,,,10,10,10,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4507644,9.75,5,5,0,10,33,,10,,5,5,,,,,,10,,,15,15,30,30,5,0,30,4,0,5,5,5,5,4,5,4,5,199.75,79.9,C+
4451899,10,5,5,5,10,0,,,,5,5,,10,,,,,,5,15,0,15,30,5,30,30,5,4,5,5,5,5,5,5,4,5,193,77.2,C
4418081,9.75,5,5,5,0,40,,,,20,,,,,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,4,5,238.75,95.5,A
4415943,10,5,5,5,10,40,,,,,,,,,,,,,,0,0,0,30,5,30,30,5,5,5,5,5,5,5,4,4,5,218,87.2,B
4453741,10,5,5,0,10,40,10,,10,,,,,,,,,,,15,0,15,30,5,30,30,5,5,5,5,5,5,5,5,5,5,230,92,A
4470883,9.06,5,5,0,10,40,,,,,,,,,,,,,,0,0,0,16,0,30,30,5,5,5,5,5,5,4,5,5,5,194.06,77.63,C
4471736,10,5,5,5,0,40,,,,,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,240,96,A
4461992,10,5,5,3.75,10,0,,20,10,,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,0,5,0,5,5,5,0,193.75,77.5,C
4375851,10,5,5,5,10,40,,10,,,10,,,,,,,,,15,0,15,30,0,30,30,5,5,5,5,5,4,4,5,5,5,228,91.2,A
4428008,9.81,5,5,5,10,40,,10,5,,,,,,,,,,30,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,249.81,99.93,A
4454568,10,5,5,5,10,40,,10,,,,5,,,10,5,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,249,99.6,A
4417142,7.69,5,5,5,10,40,,,,,,,15,,,,,,,15,0,15,30,5,29,30,5,5,5,5,5,5,4,5,5,5,230.69,92.28,A
4420004,10,5,5,5,10,40,,,,,5,,5,,,,5,,5,0,0,0,30,5,30,30,5,5,5,5,5,5,5,5,5,5,220,88,B+
4471882,9.19,5,5,5,10,40,,,,,5,5,5,,,10,10,,,15,15,30,30,5,30,30,5,5,5,5,4,5,5,5,4,5,247.19,98.88,A
4405647,10,5,5,0,10,40,,,,10,,,10,,10,,,,,15,15,30,30,5,30,30,4,5,5,5,5,5,5,5,5,5,244,97.6,A
4385300,9.5,5,5,5,10,40,,10,10,,,,,,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,4,5,5,248.5,99.4,A
4384247,9.75,5,5,0,10,40,,,,,,,5,,,,,,10,0,0,0,30,0,0,30,4.67,5,5,5,5,5,5,4,5,5,178.42,71.37,C
4512423,0,5,5,5,10,0,,,10,10,10,5,,,,,,,,15,15,30,30,5,30,30,4.67,5,5,5,5,5,5,5,5,0,194.67,77.87,C
4366579,10,5,5,5,10,40,,,,,,10,10,,,,,,10,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4381376,9.38,5,5,5,10,40,,,,,,,5,,,,,,,0,0,0,30,5,30,30,4.67,5,5,5,5,5,5,0,5,5,214.04,85.62,B
4380085,9.75,5,5,0,10,36,,,20,,,,10,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,240.75,96.3,A
4477894,10,5,5,5,10,40,,,,0,,10,10,,,10,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4472372,10,5,3.75,5,10,40,,,5,,,,15,,5,5,,,,15,15,30,22.5,5,22.5,30,4,5,5,5,5,5,4,5,5,5,231.75,92.7,A
4477527,9.75,5,5,5,10,40,,10,10,,,,,,10,,,,,15,15,30,30,5,30,30,4,5,5,5,5,5,5,5,4,5,247.75,99.1,A
4382928,10,5,5,0,10,40,,,,20,,,,,,,,10,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,5,5,240,96,A
4419702,9.81,5,5,5,0,40,,10,5,,15,,,,,,,,,15,15,30,30,5,29,30,5,5,5,5,5,4,5,5,5,5,237.81,95.13,A
4417470,10,5,5,5,10,40,,,,,,,15,5,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,249,99.6,A
4482317,9.5,5,5,0,10,40,,,,,,,,,,,10,,5,0,15,15,30,0,29,30,4,5,5,5,5,5,5,5,5,5,222.5,89,B+
4374402,10,5,5,5,0,40,,,,,,,10,,,,10,,10,0,15,15,30,5,30,0,5,0,5,5,5,5,4,0,5,5,184,73.6,C
4457220,9.94,5,0,0,10,0,,,,,,,,,,,,,,0,0,0,0,0,30,30,5,5,5,5,4,4,5,4,4,0,125.94,50.38,F
4459651,10,5,5,5,10,40,,,,,20,10,,,,,,,,15,15,30,30,5,30,30,5,4,5,5,5,5,5,5,5,5,249,99.6,A
4454669,10,5,5,5,10,40,10,,5,,,,,,,,,,15,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4513723,9.94,5,5,5,10,40,,,,,,30,,,,,,,,15,15,30,30,5,18,30,5,5,5,5,5,5,5,5,5,5,237.94,95.18,A
4482963,10,5,5,5,10,40,,,,,5,10,10,,,,,5,,15,15,30,30,3.75,30,30,5,5,5,4,5,5,5,5,4,5,246.75,98.7,A
4507237,9.5,5,5,5,10,40,,15,,,,,,5,,5,,,5,15,15,30,30,5,30,30,5,5,5,5,5,4,5,5,4,5,247.5,99,A
4434544,10,5,5,5,10,40,,5,,,,,10,,,,,,20,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4472605,10,5,5,5,10,40,,10,5,,,5,,,,,,10,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4463435,9.75,5,0,5,0,0,,,,5,,,10,,,,,10,5,15,15,30,30,5,30,30,0,5,5,5,5,5,4,5,1,5,184.75,73.9,C
4426792,9.94,5,5,5,10,40,,,,,15,,,,,,,,15,15,15,30,22.5,5,29,30,5,5,5,5,5,5,5,5,0,5,236.44,94.58,A
4464099,10,5,5,5,10,40,,,,10,10,10,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4469542,10,5,5,5,10,40,,,,,5,5,5,5,10,,,,,15,15,30,30,5,22.5,30,5,5,5,5,5,5,4,5,5,5,241.5,96.6,A
4461972,10,5,5,3.75,10,0,,10,,,5,,,,,5,,,10,15,15,30,30,5,30,30,5,5,5,5,5,4,5,4,2,5,203.75,81.5,B
4481543,10,5,0,5,10,40,,,,,,20,,,10,,,,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,5,5,240,96,A
4372860,10,5,0,0,10,40,,0,,,,,,,,,,,,0,0,0,22.5,5,0,30,5,5,5,5,5,5,5,5,5,5,172.5,69,D+
4419078,10,5,5,5,10,40,,,20,,10,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,4,5,249,99.6,A
4415722,10,5,5,5,10,40,,,,,,,0,,,,,,,0,0,0,30,5,30,30,5,5,5,5,5,5,5,5,5,5,220,88,B+
4379253,10,5,0,5,10,40,,,,,,,5,,,,,,15,0,15,15,30,5,30,30,5,5,5,5,5,5,4,5,5,5,229,91.6,A
4468521,10,5,5,5,10,40,,,10,,,10,,,,,,,10,15,15,30,30,5,30,30,4.67,5,5,5,5,5,5,5,5,5,249.67,99.87,A
4428187,10,5,5,5,10,40,,,10,10,,,,,,10,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4525039,0,5,5,5,10,0,,,,10,,,5,,,,,,,15,0,15,30,5,30,30,4,5,5,5,5,5,0,5,5,5,179,71.6,C
4418307,10,5,5,5,10,0,,,10,,,10,,,,,10,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,210,84,B
4405217,10,5,5,5,10,40,,,,,,10,0,5,,,,,,0,0,0,30,5,30,30,5,5,5,5,5,4,4,5,5,5,218,87.2,B
4424574,9.75,5,5,5,10,40,,0,,,,,,,,,,,,0,0,0,30,5,30,30,5,5,5,5,5,5,5,5,5,5,219.75,87.9,B
4413898,9.25,5,5,5,10,40,10,,,,5,,,,5,10,,,,15,15,30,30,5,29,30,5,5,5,5,5,5,5,4,5,5,247.25,98.9,A
4428364,9.63,5,5,5,10,40,,,,,,,10,,20,,,,,0,15,15,30,5,30,30,5,5,5,5,5,5,5,5,5,5,234.63,93.85,A
4479820,10,5,5,5,10,33,,,,,,15,,,,,,,10,15,0,15,30,0,30,30,5,5,5,5,5,5,5,5,5,5,223,89.2,B+
4361170,9.69,5,5,5,0,40,,,,,,20,,,,,,,10,15,15,30,30,5,15,30,5,5,5,0,5,5,2,5,4,4,214.69,85.88,B
4266191,9.75,5,5,5,10,40,,10,,,,,5,,,,,,,15,0,15,30,5,30,30,5,5,5,5,5,5,4,5,5,5,233.75,93.5,A
4459613,10,5,5,0,10,40,,,,10,10,,,,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,245,98,A
4448322,10,5,5,5,10,40,,10,10,,,,,,,,,10,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4469427,10,5,5,0,10,30,,10,,,,5,,,5,,,,20,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,0,230,92,A
4473729,10,5,5,5,10,40,,,5,5,10,,,,,,,10,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4460025,10,5,5,5,10,40,,10,,,,5,,,,10,,5,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4462863,9.69,5,5,5,10,40,,5,10,5,10,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,4,5,5,248.69,99.48,A
4510780,9.94,5,5,5,0,20,,,,,,10,10,,10,,,,,15,15,30,30,5,30,0,5,5,5,5,5,5,5,5,5,5,189.94,75.98,C
4521493,10,5,5,5,0,0,,,,,10,5,,,,,,,15,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,199,79.6,C+
4457679,10,5,5,5,10,40,,,5,5,5,5,,10,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4467784,10,5,5,5,10,40,,,,,,10,20,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,249,99.6,A
4510403,10,5,5,0,10,0,,,5,5,5,,,,,,,,15,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,204,81.6,B
4461175,10,5,5,5,10,40,,,10,,20,,,,,,,,,15,15,30,30,5,30,30,5,5,5,0,5,5,5,5,4,5,244,97.6,A
4425967,9.19,5,5,5,10,40,,,,,,10,5,,,,15,,,15,15,30,30,5,30,30,5,4,5,5,5,5,5,5,4,5,247.19,98.88,A
4418005,9.75,5,5,5,10,40,,30,,,,,,,,,,,,15,15,30,30,5,0,30,5,5,5,5,5,5,5,5,4,5,218.75,87.5,B
4381809,6.44,5,5,5,0,0,,,,,,20,,,,,,,10,15,15,30,30,5,29,30,0,2,5,5,5,5,5,5,5,5,187.44,74.98,C
4370557,10,5,5,5,10,40,10,,,,5,5,5,,5,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4482833,9.5,5,5,5,10,40,,,20,10,,,,,,,,,,15,15,30,22.5,5,22.5,30,5,4,5,5,5,5,5,5,5,5,233.5,93.4,A
4139815,10,5,5,5,10,30,,10,,,5,5,5,5,,,,,,15,15,30,30,5,30,30,5,5,5,4,5,5,5,5,5,4,238,95.2,A
4419583,9.75,5,5,5,10,40,,,10,10,,,10,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,249.75,99.9,A
4406814,10,5,5,5,10,40,,10,,,10,,,,,,,10,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,4,5,244,97.6,A
4418755,9.5,5,5,5,0,40,,,10,,,,5,,,,,15,,15,15,30,30,5,30,0,5,5,5,5,5,5,4,5,5,5,208.5,83.4,B
4420903,10,5,5,5,10,40,,,,,,10,5,,20,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4512768,10,5,5,5,10,40,,,,,10,,10,,,,,,10,15,15,30,30,5,0,30,5,5,5,5,5,5,5,5,3,5,218,87.2,B
4457626,9.25,5,5,5,10,40,,,,,,,30,,,,,,,15,15,30,30,5,30,30,5,5,5,0,4,0,4,5,0,5,232.25,92.9,A
4419543,10,5,5,0,10,40,,10,,5,,,,,,10,5,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,245,98,A
4417552,9.81,5,5,5,10,40,,10,,,,,10,,,,,10,,15,15,30,30,5,0,30,5,5,5,5,5,5,5,5,5,5,219.81,87.93,B
4383178,10,5,5,5,10,40,,,,,,,15,,,,,,20,15,15,30,30,5,30,30,5,5,5,5,4,4,5,5,3,5,246,98.4,A
4427109,10,5,5,5,0,40,,,,,,20,,,,,,,10,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,240,96,A
4433280,10,5,5,0,0,0,,,,,,,,,,,,,,0,0,0,15,5,30,0,4,5,5,5,5,5,5,5,5,0,114,45.6,F
4465336,9.89,5,5,5,10,0,,,,,,,15,,,,,,15,15,15,30,30,5,30,0,5,5,5,5,5,5,5,5,5,5,179.89,71.96,C
4514215,10,5,5,5,10,40,,10,5,,5,5,5,,,,,,,15,15,30,30,5,0,30,5,5,5,5,5,5,5,5,5,5,220,88,B+
4427293,10,5,5,5,10,40,,,10,,,10,10,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,249,99.6,A
4419137,9.38,5,5,5,10,40,,,,,15,,,,,,,,,15,0,15,30,5,30,30,5,5,5,5,5,5,5,5,4,5,233.38,93.35,A
4477837,9.94,5,5,5,10,0,,,10,,,10,,,,,10,,,15,15,30,24,5,18,30,5,5,5,5,5,5,4,5,5,5,190.94,76.38,C
4437415,10,5,5,3.75,0,40,,,,,,10,5,,,,,,15,15,15,30,22.5,0,22.5,30,5,5,5,5,5,5,5,5,5,5,218.75,87.5,B
4370270,9.75,5,5,5,10,40,,,,10,10,10,,,,,,,,15,15,30,30,0,0,30,4.67,5,5,5,5,5,5,5,5,5,214.42,85.77,B
4367015,10,5,5,5,10,40,,,,,,20,,,,,,,10,15,15,30,30,5,0,30,4.67,5,5,5,5,5,5,5,5,5,219.67,87.87,B
4412784,10,5,2.5,5,10,40,,,,,,,15,,,,,,15,15,15,30,30,5,0,30,5,5,5,5,5,5,5,5,4,5,216.5,86.6,B
4420878,10,5,5,5,10,40,,30,,,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4407518,10,5,5,5,10,40,,10,,,,10,,,,,,10,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,3,248,99.2,A
4510339,9.63,5,5,5,10,40,,10,,,,10,,,5,5,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,249.63,99.85,A
4470281,9.63,5,5,5,10,40,,,,,,15,,,,,,,20,15,15,30,30,5,30,30,4.67,5,5,5,5,5,5,5,5,5,249.29,99.72,A
4462699,9.81,5,5,0,10,40,,,,,,,,,,,,,30,0,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,244.81,97.93,A
4426348,9.75,5,5,0,0,0,,,,,,,15,,,,,20,,15,15,30,30,5,30,30,5,5,5,5,0,5,5,5,5,5,189.75,75.9,C
4417964,10,5,5,5,10,40,,,,,,,20,,,10,,,,15,15,30,30,0,18,30,5,4,5,5,5,4,5,5,5,5,231,92.4,A
4384283,9.75,5,5,5,10,40,,10,,5,,10,5,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,4,5,5,248.75,99.5,A
4483150,9.44,5,5,0,0,0,,,,,10,5,,,,,,,15,15,15,30,30,5,30,30,4.33,5,5,5,5,5,5,0,5,5,188.77,75.51,C
4419936,9.38,5,5,5,10,30,,,,,,10,10,,,,,,10,15,15,30,30,5,29,30,5,5,5,5,5,5,4,5,5,5,237.38,94.95,A
4419098,10,5,5,5,10,40,,,5,5,10,,5,,5,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4445958,9.88,5,5,5,0,40,,10,10,,,,,,,,10,,,15,15,30,30,5,30,30,5,5,5,5,5,5,0,5,5,0,229.88,91.95,A
4391958,10,5,5,5,10,40,,,10,,,10,10,,,,,,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,5,5,245,98,A
4426830,9.56,5,5,5,10,40,,,,,,,,,,,,,20,0,15,15,30,5,30,30,5,5,5,4,5,5,4,5,5,5,232.56,93.03,A
4431649,9.63,5,5,5,10,40,,,,30,,,,,,,,,,15,15,30,30,5,29,30,5,5,5,5,5,5,5,5,3,5,246.63,98.65,A
4508306,10,5,5,5,0,40,,10,,,10,10,,,,,,,,15,15,30,30,5,30,30,4,5,5,5,5,5,5,5,5,5,239,95.6,A
4418651,10,5,5,5,10,40,,,15,,,,,,10,,,,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,0,5,240,96,A
4481358,7.88,5,3.75,0,10,40,,,20,,,,,,,,,,10,15,15,30,22.5,5,22.5,30,5,5,0,5,5,5,5,5,0,5,216.63,86.65,B
4286364,10,5,5,5,0,40,,,,,0,5,10,,,,10,5,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,240,96,A
4479164,10,5,5,5,0,40,,,,10,,10,,,,,,,10,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,240,96,A
4392872,9.5,5,5,5,10,40,,,,,,5,,,,,20,,,0,15,15,15,5,0,30,5,5,5,5,5,5,5,5,5,5,189.5,75.8,C
4424799,10,5,5,5,0,40,10,,,,,5,5,5,5,5,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,0,5,5,235,94,A
4419951,10,5,5,5,10,40,,,,,10,5,,,,10,,,5,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,5,5,245,98,A
4406549,9.69,5,5,5,10,40,,,,,5,15,,,,,,,10,15,15,30,30,5,30,30,5,3,5,5,5,5,5,5,5,5,247.69,99.08,A
4478205,9.63,5,5,5,10,40,,,,,20,,,,,,10,,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,5,5,244.63,97.85,A
4418072,10,5,5,5,10,40,,30,,,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,4,5,248,99.2,A
4461669,9.88,5,5,5,10,40,,5,,10,,,,,,,,,,15,0,15,30,5,0,30,4,5,5,5,5,4,5,5,5,5,202.88,81.15,B
4375239,9.63,5,5,5,10,40,,,,,,,5,,,10,,10,,0,15,15,30,0,18,30,3.67,5,5,4,5,5,5,5,5,5,215.29,86.12,B
4506360,10,5,5,5,10,0,,,,,10,20,,,,,,,,15,15,30,30,5,30,30,5,4,5,5,5,5,5,5,5,5,209,83.6,B
4473755,9.63,5,5,0,10,0,,,,,,,,,,10,,,,0,0,0,30,5,30,30,5,5,5,5,5,5,5,5,5,5,174.63,69.85,D+
4424148,9.81,5,5,5,10,40,,,,,10,10,,,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,0,244.81,97.93,A
4426368,9.88,5,5,5,0,40,,,,5,5,,5,,,5,10,,,15,15,30,22.5,5,30,30,5,4,5,5,5,5,4,5,5,5,230.38,92.15,A
4465005,10,5,5,5,10,40,,10,10,10,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4461605,7.75,5,5,5,10,0,,,,,10,,5,,,,,,20,15,15,30,30,5,30,30,0,5,5,4,5,5,5,5,5,5,201.75,80.7,B
4471585,10,5,5,5,10,0,,,10,10,,,,,,,10,,,15,15,30,30,5,18,30,4,5,5,4,5,5,5,5,5,5,196,78.4,C+
4466591,10,5,5,5,10,0,10,5,,,,,,,,,,,,15,0,15,30,5,0,30,5,5,5,5,5,5,5,5,5,5,165,66,D
4477075,10,5,5,5,10,30,,,10,,20,,,,,,,,,15,15,30,0,5,0,30,5,5,5,5,5,5,5,5,5,5,180,72,C
4466894,9.5,5,5,5,0,40,,,,,,10,5,,,,,10,5,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,238.5,95.4,A
4503816,10,5,5,5,10,40,,5,,,,15,10,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4421338,10,5,5,5,10,40,,20,10,,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,4,5,249,99.6,A
4460578,9.75,5,5,5,0,40,,10,,10,,,,5,,,,,5,15,15,30,30,5,0,30,5,5,5,5,5,5,5,5,5,5,209.75,83.9,B
4438717,10,5,5,5,0,40,,,10,10,,,,,,,10,,,15,15,30,30,5,30,30,4.67,5,5,5,5,5,5,5,5,5,239.67,95.87,A
4417559,10,5,5,0,10,0,,,,,,10,10,,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,4,5,5,204,81.6,B
4374535,9.75,5,5,5,10,40,,,,,,,,,,,,,,0,0,0,30,5,30,30,5,5,5,5,5,5,5,5,5,5,219.75,87.9,B
4460586,10,5,5,5,10,40,,,,,,5,10,,,,10,,0,15,0,15,30,5,30,30,5,5,5,5,5,4,5,5,5,4,233,93.2,A
4515526,9.51,5,0,5,0,0,,,10,,,10,,,,,,,20,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,194.51,77.81,C
4510498,10,5,5,5,10,40,,,,,,5,10,,,,,,,15,0,15,0,5,30,30,5,5,0,5,5,5,5,5,5,5,200,80,B
4444916,10,5,5,5,10,40,,30,,,,,,,,,,,,15,15,30,13,0,29,30,5,5,5,5,5,5,5,5,5,5,227,90.8,A
4428171,10,5,5,5,10,0,,,,,,10,10,,,,,,10,15,15,30,0,5,30,0,4,0,5,5,5,4,5,4,4,5,141,56.4,F
4424087,10,5,5,5,10,40,,,,,,20,10,,,,,10,,15,15,30,30,0,30,30,5,5,5,5,5,5,5,5,4,5,244,97.6,A
4433664,10,5,5,3.75,10,40,,,,,,10,10,,,10,,,,15,15,30,30,5,15,30,5,5,5,4,5,5,4,5,5,5,231.75,92.7,A
4413921,8.88,5,5,0,10,40,,,,10,,10,,,,10,,,,15,15,30,30,5,30,30,5,4,5,5,5,5,5,4,5,5,241.88,96.75,A
4508615,10,5,5,5,10,0,,,,5,,10,,,,,,,5,15,0,15,30,5,0,30,5,5,5,5,5,5,5,5,1,5,161,64.4,D
4482621,9.75,5,5,5,10,40,,5,,,,5,5,,,,,,15,15,15,30,30,5,18,30,5,5,5,5,5,5,5,5,4,5,236.75,94.7,A
4420705,9.75,5,5,5,10,40,,10,10,,,10,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,249.75,99.9,A
4423904,9.75,5,5,5,0,40,,10,,,5,,,,,,,,15,15,15,30,30,5,10.5,30,5,5,5,5,5,5,5,5,5,5,220.25,88.1,B+
4420829,10,5,5,5,10,40,,,10,,10,10,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,249,99.6,A
4512274,10,5,5,5,10,40,,,10,,,,10,,10,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,4,5,5,5,249,99.6,A
4477835,10,5,5,5,10,40,,,,,,,,,,5,10,,,0,15,15,30,0,30,30,5,5,5,5,5,5,5,5,5,5,230,92,A
4409999,10,5,5,5,10,40,,10,5,,5,,,,,,10,,,15,15,30,30,5,30,30,5,5,5,4,4,5,4,5,5,4,246,98.4,A
4413834,9.75,5,5,5,10,40,,10,10,,,,5,,5,,,,,15,15,30,30,5,30,30,4.67,5,5,5,5,5,5,5,5,5,249.42,99.77,A
4466264,10,5,5,5,10,18,,,10,10,,,,,,10,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,228,91.2,A
4421048,0,5,5,5,10,40,,,,,,,15,,,,,10,10,15,15,30,30,5,29,30,5,5,5,5,5,5,5,5,5,5,239,95.6,A
4407531,9.63,5,5,5,10,40,,,,10,10,10,,,,,,,,15,15,30,22.5,5,30,30,5,5,5,5,0,5,4,5,5,5,236.13,94.45,A
4419711,10,5,5,5,10,40,,,,,,10,20,,,,,,,15,15,30,30,5,30,30,4,5,5,5,5,5,5,5,3,5,247,98.8,A
4416556,10,5,5,5,10,40,,30,,,,,,,,,,,,15,15,30,30,5,30,30,5,4,5,5,5,5,5,5,4,5,248,99.2,A
4502540,0,5,5,5,10,0,,,,,,,20,,,10,,,,15,15,30,30,5,30,30,4.67,5,5,5,5,5,5,5,4,5,198.67,79.47,C+
3828204,10,5,5,5,10,0,,10,,,5,,,,,,,,,15,0,15,30,5,30,30,5,5,5,5,5,5,5,5,5,5,195,78,C+
4514230,10,5,5,0,0,0,,,,,,20,,,,,,,,15,0,15,22.5,5,0,30,5,5,5,5,5,5,5,5,5,0,137.5,55,F
4401877,9.13,5,5,5,10,40,,,,,,,,,,,,,15,0,15,15,30,5,22.5,30,5,5,5,5,5,5,5,5,5,5,226.63,90.65,A
4368669,10,5,5,5,10,40,,,,,,20,,,,,,,10,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4481844,10,5,0,5,10,40,,10,,,,,,,,,,,,0,0,0,30,5,30,30,5,5,5,5,5,5,5,5,5,5,215,86,B
4459060,9.31,5,5,5,0,40,,20,,,,10,,,,,,,,15,15,30,30,5,22.5,30,5,5,5,5,5,5,5,4,4,5,229.81,91.93,A
4437280,8.88,5,5,5,10,40,,,,0,,5,10,,5,,10,,,15,15,30,30,5,22.5,30,3.67,5,5,5,5,5,5,5,5,0,235.04,94.02,A
4507997,9.44,5,5,5,10,40,,20,10,,,,,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,249.44,99.78,A
4410274,10,5,5,5,10,40,,10,,,,,5,,,5,10,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4459056,10,5,5,5,10,40,,,5,,,10,15,,,,,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4421469,10,5,5,5,10,40,,5,5,5,,,,,,,,,15,15,15,30,30,3.75,0,30,5,5,5,5,5,5,4,5,3,5,215.75,86.3,B
4467828,10,5,5,5,10,40,,,,,,0,20,,,,10,,,15,15,30,30,5,30,30,5,5,5,5,5,5,5,5,5,5,250,100,A
4510086,9.76,5,5,5,0,0,,,,,,,15,,,,,,,15,0,15,30,5,30,30,5,5,5,5,5,5,0,5,5,5,179.76,71.91,C
